Iteration,G_loss,D_loss
0,0.7874561548233032,1.6303160190582275
1,0.5160956382751465,1.8919990062713623
2,0.30981019139289856,2.3888795375823975
3,0.15406127274036407,2.588944673538208
4,0.14693939685821533,2.8621506690979004
5,0.1113252192735672,3.342008113861084
6,0.0718248188495636,4.022960662841797
7,0.06557612121105194,3.6966753005981445
8,0.043249160051345825,4.0965094566345215
9,0.032638151198625565,4.359766960144043
10,0.04410325735807419,4.22428560256958
11,0.04339968040585518,4.119956970214844
12,0.030532795935869217,4.55503511428833
13,0.029542729258537292,4.248447418212891
14,0.02569315768778324,4.838151931762695
15,0.02183171547949314,4.8356781005859375
16,0.022216176614165306,4.897937774658203
17,0.018254203721880913,4.841865062713623
18,0.016810841858386993,5.071399688720703
19,0.027424711734056473,4.782486438751221
20,0.016655955463647842,5.055962562561035
21,0.011951866559684277,5.3608269691467285
22,0.01811373606324196,5.010963439941406
23,0.014635493978857994,5.423542499542236
24,0.015213515609502792,5.174774646759033
25,0.01672016642987728,4.969491958618164
26,0.016685595735907555,5.251612186431885
27,0.012514032423496246,5.402646064758301
28,0.014178474433720112,5.38553524017334
29,0.0158538818359375,5.296971321105957
30,0.011421573348343372,5.354130268096924
31,0.013402841985225677,5.24168586730957
32,0.011090211570262909,5.231481075286865
33,0.01122424565255642,5.389581680297852
34,0.014019453898072243,5.158415794372559
35,0.010796282440423965,5.478330135345459
36,0.008852189406752586,5.640824317932129
37,0.010965438559651375,5.483147621154785
38,0.014736995100975037,5.212188720703125
39,0.010232336819171906,5.4783735275268555
40,0.015888266265392303,5.214545249938965
41,0.011774529702961445,5.441336631774902
42,0.012551708146929741,5.510169982910156
43,0.009892205707728863,5.512345314025879
44,0.012218286283314228,5.500389575958252
45,0.010759885422885418,5.60570764541626
46,0.010190749540925026,5.462574005126953
47,0.010745387524366379,5.534958839416504
48,0.00899088941514492,5.4135637283325195
49,0.011740276589989662,5.632995128631592
50,0.01244809664785862,5.480745792388916
51,0.009979451075196266,5.450584888458252
52,0.012660160660743713,5.507810115814209
53,0.008810252882540226,5.50255012512207
54,0.01190992072224617,5.470057487487793
55,0.009524857625365257,5.704751014709473
56,0.009247178211808205,5.589125156402588
57,0.008722282014787197,5.745883941650391
58,0.009058457799255848,5.593705654144287
59,0.010601463727653027,5.2437424659729
60,0.011244097724556923,5.39434814453125
61,0.008565464057028294,5.735225677490234
62,0.010224442929029465,5.4004926681518555
63,0.008238459937274456,5.502799987792969
64,0.010810731910169125,5.457212924957275
65,0.009090757928788662,5.686418533325195
66,0.010119808837771416,5.629164218902588
67,0.007027180399745703,5.406337738037109
68,0.00873978715389967,5.811588764190674
69,0.01083376631140709,5.529950141906738
70,0.011064324527978897,5.473689556121826
71,0.010457295924425125,5.626021862030029
72,0.0076126158237457275,5.578128814697266
73,0.010317550972104073,5.524210453033447
74,0.009770204313099384,5.344525337219238
75,0.012202504090964794,5.526064872741699
76,0.010614186525344849,5.708243370056152
77,0.010960863903164864,5.522128105163574
78,0.01060293149203062,5.72906494140625
79,0.009898390620946884,5.427871227264404
80,0.009351294487714767,5.455887317657471
81,0.008135782554745674,5.737351417541504
82,0.010404404252767563,5.485420227050781
83,0.008598657324910164,5.393341064453125
84,0.009267022833228111,5.760976791381836
85,0.008939164690673351,5.885805130004883
86,0.009592908434569836,5.683154582977295
87,0.008360464125871658,5.57395601272583
88,0.010096479207277298,5.435888767242432
89,0.009846897795796394,5.589138507843018
90,0.01052115112543106,5.452144145965576
91,0.010420171543955803,5.652078628540039
92,0.00939485989511013,5.753984451293945
93,0.0071306293830275536,5.696959018707275
94,0.010839538648724556,5.452353000640869
95,0.010752617381513119,5.40658712387085
96,0.01234554871916771,5.3841986656188965
97,0.009122859686613083,5.6230316162109375
98,0.008058182895183563,5.725422382354736
99,0.009191608056426048,5.335753440856934
100,0.007170319091528654,5.694882869720459
101,0.008714279159903526,5.902565956115723
102,0.00815805234014988,5.73088264465332
103,0.010498899966478348,5.410731792449951
104,0.00874368567019701,5.634336948394775
105,0.010011471807956696,5.5300211906433105
106,0.00830608606338501,5.698709487915039
107,0.010330984368920326,5.522955417633057
108,0.010419584810733795,5.583234786987305
109,0.009189062751829624,5.601969242095947
110,0.009778840467333794,5.750634670257568
111,0.011050469242036343,5.593439102172852
112,0.009295693598687649,5.604879856109619
113,0.006926759146153927,5.747578144073486
114,0.009724419564008713,5.654845714569092
115,0.01007627323269844,5.385384559631348
116,0.010950863361358643,5.647675514221191
117,0.007470494136214256,5.699155330657959
118,0.00986139290034771,5.5729451179504395
119,0.009040188044309616,5.653850555419922
120,0.008577309548854828,5.542440891265869
121,0.009261373430490494,5.850870609283447
122,0.010926995426416397,5.447666168212891
123,0.009288743138313293,5.693417072296143
124,0.008790497668087482,5.687110900878906
125,0.00867900624871254,5.8167619705200195
126,0.007822421379387379,5.788731575012207
127,0.009822295978665352,5.890030860900879
128,0.007856128737330437,5.436312675476074
129,0.00855235755443573,5.596187591552734
130,0.012188838794827461,5.461375713348389
131,0.010315491817891598,5.837632179260254
132,0.00890294834971428,5.669638156890869
133,0.010306773707270622,5.68326997756958
134,0.007890858687460423,5.6650190353393555
135,0.00993463583290577,5.712862014770508
136,0.011456253938376904,5.740254878997803
137,0.007795344106853008,5.640195369720459
138,0.007600255310535431,5.878617763519287
139,0.009316885843873024,5.707189559936523
140,0.006771099753677845,5.764237403869629
141,0.009671567007899284,5.475426197052002
142,0.00850080419331789,5.771768569946289
143,0.008314937353134155,5.84517765045166
144,0.0074197230860590935,5.910891532897949
145,0.007537891156971455,5.616527557373047
146,0.009875237941741943,5.695815563201904
147,0.007314642891287804,5.630024433135986
148,0.008954040706157684,5.632443428039551
149,0.00912734679877758,5.565043926239014
150,0.008659998886287212,5.556772708892822
151,0.008450023829936981,6.076728343963623
152,0.0086829774081707,6.150880813598633
153,0.007409974001348019,5.8112030029296875
154,0.010068896226584911,5.590233325958252
155,0.007456572726368904,5.819029331207275
156,0.00851188600063324,5.505755424499512
157,0.00820910558104515,5.977053165435791
158,0.0089358389377594,5.893914222717285
159,0.008157925680279732,5.67685604095459
160,0.008622081950306892,5.627242088317871
161,0.007510283030569553,5.878719806671143
162,0.008124250918626785,6.00699520111084
163,0.0077683161944150925,6.002441883087158
164,0.006924363784492016,6.0670928955078125
165,0.007917468436062336,6.010837078094482
166,0.007636253722012043,5.711439609527588
167,0.007648994214832783,5.805538654327393
168,0.006420230492949486,5.860236167907715
169,0.006948439404368401,5.930129051208496
170,0.008569146506488323,5.780881881713867
171,0.00812171958386898,5.785451889038086
172,0.00847578328102827,5.68218469619751
173,0.00736446725204587,5.951207637786865
174,0.00635693222284317,5.864826202392578
175,0.009137261658906937,5.930248260498047
176,0.008750510402023792,5.810713768005371
177,0.007690235041081905,5.637266159057617
178,0.00813465565443039,5.82542610168457
179,0.008790602907538414,5.666626453399658
180,0.0066754454746842384,5.819929599761963
181,0.005696007050573826,6.059597969055176
182,0.009481353685259819,5.912509441375732
183,0.0075397249311208725,6.037042140960693
184,0.009438063018023968,5.721237659454346
185,0.006774015724658966,6.135234832763672
186,0.006833464838564396,5.981637954711914
187,0.007321721874177456,5.899916648864746
188,0.0083237886428833,5.658379554748535
189,0.007482670247554779,5.871815204620361
190,0.007482191547751427,5.852436542510986
191,0.007933853194117546,5.855718612670898
192,0.008514756336808205,5.9791646003723145
193,0.007248714566230774,6.075475215911865
194,0.007342802360653877,6.099212169647217
195,0.006885319948196411,6.079380989074707
196,0.007719472981989384,5.94843864440918
197,0.008816562592983246,5.847125053405762
198,0.006573306396603584,5.723256587982178
199,0.006534071639180183,5.8074517250061035
200,0.008023710921406746,5.787054538726807
201,0.007107731886208057,6.020516395568848
202,0.006631738506257534,6.011297702789307
203,0.007700984366238117,5.95548152923584
204,0.0070969704538583755,5.8996381759643555
205,0.0050674062222242355,6.234470844268799
206,0.00821762066334486,5.8629231452941895
207,0.007989572361111641,6.006977558135986
208,0.008022571913897991,5.8025689125061035
209,0.006315198261290789,6.101634502410889
210,0.006300350185483694,5.915461540222168
211,0.0056449854746460915,6.047149658203125
212,0.004917109850794077,5.87714958190918
213,0.005894515663385391,5.962381839752197
214,0.006913319230079651,5.919628143310547
215,0.007121145725250244,6.1770920753479
216,0.008304822258651257,6.025928497314453
217,0.005313025321811438,6.090324401855469
218,0.007157681509852409,6.082968235015869
219,0.005108029115945101,6.42164421081543
220,0.00583246722817421,6.56682014465332
221,0.007474242243915796,6.279891014099121
222,0.006685485597699881,5.891672134399414
223,0.006583480164408684,6.582592964172363
224,0.006379419006407261,6.097454071044922
225,0.005964924581348896,6.1981377601623535
226,0.006289425306022167,5.969804763793945
227,0.0060740020126104355,6.127251148223877
228,0.00681726448237896,5.906250953674316
229,0.007712394464761019,6.154542922973633
230,0.005776805803179741,6.142286777496338
231,0.006630277261137962,6.159852504730225
232,0.006046239286661148,6.104329586029053
233,0.005277941934764385,6.173964023590088
234,0.006455877795815468,5.803462028503418
235,0.006362368352711201,6.246313571929932
236,0.008692426607012749,5.863752841949463
237,0.00655694305896759,6.045538425445557
238,0.006176795810461044,5.88320255279541
239,0.0064573525451123714,6.26334285736084
240,0.006508868187665939,6.247754096984863
